published	title	item_count	url	description	playlist_id
2026-03-25	Jax Hollow LIVE @ Ram's Head (MD) 7/17/25	6	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGJqpoD9UT_BtMYghkC91Vqr		PLJ7S-K0cjvGJqpoD9UT_BtMYghkC91Vqr
2026-03-25	D.K. Harrell LIVE @ Jammin' Java (VA) 8/19/25	6	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLG-WCQPCyCMvPy5mhfmOym		PLJ7S-K0cjvGLG-WCQPCyCMvPy5mhfmOym
2026-03-25	"Christone ""Kingfish"" Ingram LIVE @ Baltimore Soundstage 9/24/25"	7	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIRp58p0ZK_whWMsFRNnYmN	select tracks from the rail full set list at https://www.setlist.fm/setlist/christone-kingfish-ingram/2025/baltimore-soundstage-baltimore-md-4b47af36.html	PLJ7S-K0cjvGIRp58p0ZK_whWMsFRNnYmN
2026-03-25	Alabama Shakes LIVE @ The Anthem (DC) 9/19/25	7	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKuIHQkITzIRpAiSxah3hpx		PLJ7S-K0cjvGKuIHQkITzIRpAiSxah3hpx
2026-03-25	North Mississippi Allstars LIVE @ Wolf Trap Barns (VA) 11/8/25	7	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKXGlxcjXwWHadud4tZUOYn		PLJ7S-K0cjvGKXGlxcjXwWHadud4tZUOYn
2026-03-25	Ruthie Foster LIVE @ Hamilton Live (DC) 10/26/25	9	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLZWb0lcUzPfC917AfzTCz0		PLJ7S-K0cjvGLZWb0lcUzPfC917AfzTCz0
2026-03-25	Jackie Venson LIVE @ Hamilton Live (DC) 10/15/25	10	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKYTwXZMX8huYuTgbPF-_Qh		PLJ7S-K0cjvGKYTwXZMX8huYuTgbPF-_Qh
2026-03-25	Tommy Emmanuel LIVE @ Lincoln Theatre (DC) 10/21/25	8	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLOAzoPhVXBV1lHGD1YliMK		PLJ7S-K0cjvGLOAzoPhVXBV1lHGD1YliMK
2026-03-26	Enter the Haggis LIVE @ City Winery (DC) 10/27/22	4	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLVO3CKo8c2CfC9_J3M56HR		PLJ7S-K0cjvGLVO3CKo8c2CfC9_J3M56HR
2026-03-26	Judith Hill LIVE @ Hamilton Live (DC) 10/8/25	5	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGIrGkEQ-gvOHmWxeHex9CPa		PLJ7S-K0cjvGIrGkEQ-gvOHmWxeHex9CPa
2026-03-26	Amythyst Kiah LIVE @ Jammin' Java (VA) 7/21/25	8	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGKDVTswOCN1kpjAQVsBh-fm		PLJ7S-K0cjvGKDVTswOCN1kpjAQVsBh-fm
2026-03-26	Eric Gales LIVE @ Ram's Head (MD) 6/19/25	4	https://www.youtube.com/playlist?list=PLJ7S-K0cjvGLRzshmoohvw5SyewPMRBcf		PLJ7S-K0cjvGLRzshmoohvw5SyewPMRBcf
